,Date/Time,Hs,Hmax,Tz,Tp,Peak Direction,SST
0,string,-1.8386304466053844,-2.1277718575671316,4.757330140471459,9.084732437878847,130.6117600798607,22.478362807631495
1,string,2.800784883834422,0.9319176519289614,3.835872505232692,9.504270415753126,69.84547263383865,23.46521615535021
2,string,0.8171985497698189,-0.5680456804577262,3.163028810173273,9.081832594424487,101.31112724542618,24.798329865932466
3,string,-1.1535689466632904,5.859315684065223,4.711312244832516,11.37655776590109,103.27572751045227,21.051272137463094
4,string,-0.8241574111394585,1.5664059676229956,2.6078461144119505,9.795090624690056,109.95394086837769,20.746693302690986
5,string,1.4204707503318788,-1.559154963400215,6.431428523361683,7.587448585778475,101.53098809719086,20.62642125338316
6,string,0.5095619376283139,0.9866120042279364,8.57789845392108,9.362184040993453,120.62742930650711,25.348159834742546
7,string,1.3621122381649913,0.21241230026353153,2.7704010967165233,5.162995984777808,120.37100499868393,15.523107634484768
8,string,5.4984712522476915,0.08302218408789486,3.925632931664586,4.285774359852076,48.06145736575127,24.85367995798588
9,string,-0.16587058271979915,2.302657315135002,4.708560891821981,8.841667351126672,89.9107654094696,23.666726991534233
10,string,2.7004753092303875,-0.7760593467392027,2.4660209935158495,7.426478245854378,93.49576586484909,19.56787270009518
11,string,5.488287933915854,1.093754000030458,2.837090797349811,8.665533122420312,91.49275636672974,26.486330527067185
12,string,3.9314687177538876,-0.3496699444251135,4.843568105623127,10.51826588138938,99.50361007452011,21.482507738471032
13,string,-0.8035104475915432,-1.8846796033903956,4.292182522639632,10.623481222987175,83.89549008011818,26.171688580513003
14,string,-1.9466916689649225,-1.5414051451720299,6.962949880957604,10.798583089560271,85.29234853386879,23.76141998022795
15,string,3.5297343347221615,-3.427374177798629,5.93348647467792,9.435361173748971,130.1766368150711,25.5743922829628
16,string,-0.23035012730397286,0.4794562444556505,6.940406873077155,8.64116133749485,75.32025536894798,22.782813620567325
17,string,2.184534283541143,1.2714463549666108,4.66277187243104,10.41977689638734,76.6765920817852,26.139340737462046
18,string,-1.426251364219934,-2.01902512293309,5.187401635944844,7.5654794432222845,133.5309578180313,22.544451847672462
19,string,3.2318625044077636,1.559598573949188,6.225479720905423,9.057100562006235,132.16793149709702,27.777025839686395
20,string,2.3375032586976885,-1.0960161533206703,5.115533005446196,11.236892641335727,101.68346208333969,22.523058803379538
21,string,6.397402254492045,-0.14021463689859956,7.731315357238055,8.506182407587767,118.19376695156097,26.242597791552544
22,string,8.11549325734377,-2.154745202511549,5.534846945106984,8.713259960711003,107.4779856801033,24.227047307789327
23,string,5.299831231310964,1.437603812199086,3.610527650266886,6.939116978645325,119.51500189304352,23.837664426863196
24,string,0.1075142104527913,-0.6208634801208973,6.09347320497036,10.144686254113914,93.55903440713882,22.98303977251053
25,string,2.400504702329636,1.038024773541838,6.7161319680511955,13.33091232329607,117.08379346132278,23.610973481833938
26,string,0.30855276840738954,3.7150291956961157,7.442753393948078,9.624759060144426,129.61823058128357,23.98771495074034
27,string,6.989862750470639,1.391515578981489,6.367931181192398,9.442795372009279,118.18408995866776,23.04317133128643
28,string,-0.13026138106361032,1.4892812778241933,5.020961339771748,9.473037553578616,87.70265060663223,24.925108699500562
29,string,5.185064120963216,2.769570257328451,4.8924370922148235,5.732158739492298,103.47596764564514,21.240247254073623
30,string,1.371403404325247,1.3513138381764294,6.0344625815749176,9.59645581394434,119.67185026407242,24.006973305344584
31,string,1.5140321041457356,1.6797921912744642,3.4158023435622455,7.272494027763606,96.76954483985901,21.321929651498795
32,string,-0.04117760492954403,-3.9296306367963556,3.5461136866360903,9.84399943202734,126.85233902931213,18.662415933609008
33,string,1.4580723267048599,-0.30888629041146487,5.419881475344301,10.910265766829253,110.9728524684906,23.7393793836236
